asin,author,rank,title,year
0439023513,Suzanne Collins,8,Mockingjay (The Hunger Games),2010
1416543074,Geneen Roth,9,Women Food and God: An Unexpected Path to Almost Everything,2010
1433805618,American…,10,"Publication Manual of the American Psychological Association, 6th Edition",2010
0520267192,Mark Twain,11,"Autobiography of Mark Twain: The Complete and Authoritative Edition, Vol. 1",2010
0393072231,Michael Lewis,12,The Big Short: Inside the Doomsday Machine,2010
014311638X,Michael Pollan,13,Food Rules: An Eater's Manual,2010
1400064163,Laura Hillenbrand,14,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",2010
0441018645,Charlaine Harris,15,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",2010
0061992704,Justin Halpern,16,Sh*t My Dad Says,2010
1434768511,Francis Chan,17,Crazy Love: Overwhelmed by a Relentless God,2010
031612558X,Stephenie Meyer,18,The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),2010
031603438X,Keith Richards,19,Life,2010
0375714367,Abraham Verghese,20,Cutting for Stone,2010
044657922X,Jon Stewart,21,The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,2010
0874478529,The College Board,22,The Official SAT Study Guide Second Edition,2010
0061733636,John Heilemann,23,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",2010
1400052173,Rebecca Skloot,24,The Immortal Life of Henrietta Lacks,2010
142311339X,Rick Riordan,25,"The Lost Hero (Heroes of Olympus, Book 1)",2010
0470550473,Doug Lemov,26,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,2010
0316017922,Malcolm Gladwell,27,Outliers: The Story of Success,2010
0439023491,Suzanne Collins,28,Catching Fire (The Hunger Games),2010
0787960756,Patrick Lencioni,29,The Five Dysfunctions of a Team: A Leadership Fable,2010
0066620996,Jim Collins,30,Good to Great: Why Some Companies Make the Leap and Others Don't,2010
0143038257,Greg Mortenson,31,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,2010
0226320553,F. A. Hayek,32,"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",2010
0385528043,John Grisham,33,The Confession: A Novel,2010
0446563048,Tony Hsieh,34,"Delivering Happiness: A Path to Profits, Passion, and Purpose",2010
1595230327,Larry Schweikart,35,A Patriot's History of the United States: From Columbus's Great Discovery to the War on Terror,2010
1423101472,Rick Riordan,36,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",2010
0385528752,Chip Heath,37,Switch: How to Change Things When Change Is Hard,2010
0061537969,Garth Stein,38,The Art of Racing in the Rain: A Novel,2010
0802473156,Gary Chapman,39,The 5 Love Languages: The Secret to Love That Lasts,2010
1439187193,Glenn Beck,40,"Broke: The Plan to Restore Our Trust, Truth and Treasure",2010
1594488843,Daniel H. Pink,41,Drive: The Surprising Truth About What Motivates Us,2010
1423113381,Rick Riordan,42,"The Red Pyramid (The Kane Chronicles, Book 1)",2010
1423113497,Rick Riordan,43,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),2010
1416589643,Chris Cleave,44,Little Bee: A Novel,2010
0307238768,Ina Garten,45,"Barefoot Contessa, How Easy Is That?: Fabulous Recipes & Easy Tips",2010
0978605268,Peter A. Lillback,46,George Washington's Sacred Fire,2010
1601422210,David Platt,47,Radical: Taking Back Your Faith from the American Dream,2010
0765325942,Robert Jordan,48,"Towers of Midnight (Wheel of Time, Book Thirteen)",2010
0312370849,Tatiana de Rosnay,49,Sarah's Key,2010
0439023483,Suzanne Collins,50,"The Hunger Games (The Hunger Games, Book 1)",2010
0743269519,Stephen R. Covey,51,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,2010
0316001929,Stacy Schiff,52,Cleopatra: A Life,2010
0374158460,Jonathan Franzen,53,Freedom: A Novel,2010
0312600844,Jonathan Franzen,54,Freedom,2010
0307266303,Christopher McDougall,55,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",2010
0525951652,Ken Follett,56,"Fall of Giants (The Century Trilogy, Book One)",2010
0143038419,Elizabeth Gilbert,57,"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",2010
0143118420,Elizabeth Gilbert,58,"Eat Pray Love: One Woman's Search for Everything Across Italy, India and Indonesia",2010
1439195811,Zhi Gang Sha Dr.,59,Tao I: The Way of All Life,2010
0805091742,Atul Gawande,60,The Checklist Manifesto: How to Get Things Right,2010
0446552445,Chelsea Handler,61,Chelsea Chelsea Bang Bang,2010
0812973992,Colum McCann,62,Let the Great World Spin: A Novel,2010
0061658197,Ree Drummond,63,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,2010
0316346624,Malcolm Gladwell,64,The Tipping Point: How Little Things Can Make a Big Difference,2010
0143038583,Michael Pollan,65,The Omnivore's Dilemma: A Natural History of Four Meals,2010
1401927181,Jorge Cruise,66,The Belly Fat Cure: Discover the New Carb Swap System™ and Lose 4 to 9 lbs. Every Week,2010
1423101499,Rick Riordan,67,"The Battle of the Labyrinth (Percy Jackson and the Olympians, Book 4)",2010
0307465357,Timothy Ferriss,68,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",2010
1439192561,Stephen King,69,"Full Dark, No Stars",2010
0312383304,Janet Evanovich,70,Sizzling Sixteen (Stephanie Plum Novels),2010
0553805371,Stephen Hawking,71,The Grand Design,2010
1439184305,Glenn Beck,72,The Overton Window,2010
1591451884,Sarah Young,73,Jesus Calling: Enjoying Peace in His Presence,2010
1439155208,Laura Bush,74,Spoken from the Heart,2010
0810979772,Jeff Kinney,75,Diary of a Wimpy Kid Do-It-Yourself Book,2010
1573241172,Mark Nepo,76,The Book of Awakening: Having the Life You Want by Being Present to the Life You Have,2010
0375413405,Julia Child,77,"Mastering the Art of French Cooking, Vol. 1",2010
044654759X,Nicholas Sparks,78,Safe Haven,2010
0307463575,Daniel G. Amen,79,"Change Your Brain, Change Your Body: Use Your Brain to Get and Keep the Body You Have Always Wanted",2010
1605296449,Alicia Silverstone,80,"The Kind Diet: A Simple Guide to Feeling Great, Losing Weight, and Saving the Planet",2010
1400068924,Jay-Z,81,Decoded,2010
074324754X,Jeannette Walls,82,The Glass Castle: A Memoir,2010
0964729237,William P. Young,83,The Shack: Where Tragedy Confronts Eternity,2010
031606792X,Stephenie Meyer,84,"Breaking Dawn (The Twilight Saga, Book 4)",2010
0441018238,Charlaine Harris,85,Sookie Stackhouse 8-copy Boxed Set (Sookie Stackhouse / Southern Vampire),2010
0385341008,Annie Barrows,86,The Guernsey Literary and Potato Peel Pie Society,2010
0345505344,Jamie Ford,87,Hotel on the Corner of Bitter and Sweet,2010
030746363X,Timothy Ferriss,88,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",2010
0071401946,Kerry Patterson,89,Crucial Conversations: Tools for Talking When Stakes Are High,2010
0425236757,Nora Roberts,90,"Happy Ever After (Bride Quartet, Book 4)",2010
1933890517,Project Management…,91,A Guide to the Project Management Body of Knowledge,2010
0425233685,Nora Roberts,92,"Savor the Moment (The Bride Quartet, Book 3)",2010
0375842209,Markus Zusak,93,The Book Thief,2010
0316769177,J. D. Salinger,94,The Catcher in the Rye,2010
1932100660,Thomas Campbell,95,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",2010
141659518X,Vince Flynn,96,American Assassin: A Thriller (A Mitch Rapp Novel),2010
0307463745,Jason Fried,97,Rework,2010
0143114964,Michael Pollan,98,In Defense of Food: An Eater's Manifesto,2010
0316038393,David Sedaris,99,Squirrel Seeks Chipmunk: A Modest Bestiary,2010
0399144463,Spencer Johnson,100,Who Moved My Cheese?: An Amazing Way to Deal with Change in Your Work and in Your Life,2010
1451648537,Walter Isaacson,1,Steve Jobs,2011
0849946158,Todd Burpo,2,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,2011
1419702238,Jeff Kinney,3,"Cabin Fever (Diary of a Wimpy Kid, Book 6)",2011
159562015X,Tom Rath,4,StrengthsFinder 2.0,2011
0439023521,Suzanne Collins,5,The Hunger Games (Book 1),2011
1400064163,Laura Hillenbrand,6,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",2011
0375856110,Christopher Paolini,7,Inheritance (Inheritance Cycle),2011
1617750255,Adam Mansbach,8,Go the F**k to Sleep,2011
0439023513,Suzanne Collins,9,Mockingjay (The Hunger Games),2011
0345529057,George R.R. Martin,10,"A Song of Ice and Fire, (4 Vols.): A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast for Crows",2011
0439023491,Suzanne Collins,11,Catching Fire (The Hunger Games),2011
1451648650,Mike Moreno,12,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,2011
0553801473,George R. R. Martin,13,A Dance with Dragons (A Song of Ice and Fire),2011
1423140591,Rick Riordan,14,"The Son of Neptune (Heroes of Olympus, Book 2)",2011
0805093079,Bill O'Reilly,15,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),2011
1433805618,American…,16,"Publication Manual of the American Psychological Association, 6th Edition",2011
0425245136,Kathryn Stockett,17,The Help,2011
1400052181,Rebecca Skloot,18,The Immortal Life of Henrietta Lacks,2011
1451627289,Stephen King,19,11/22/63: A Novel,2011
0874478529,The College Board,20,The Official SAT Study Guide Second Edition,2011
1591451884,Sarah Young,21,Jesus Calling: Enjoying Peace in His Presence,2011
0545265355,Suzanne Collins,22,The Hunger Games Trilogy Boxed Set,2011
0375714367,Abraham Verghese,23,Cutting for Stone,2011
0316056863,Tina Fey,24,Tina Fey: Bossypants,2011
030746363X,Timothy Ferriss,25,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",2011
0307408841,Erik Larson,26,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",2011
0802473156,Gary Chapman,27,The 5 Love Languages: The Secret to Love That Lasts,2011
1434768511,Francis Chan,28,Crazy Love: Overwhelmed by a Relentless God,2011
1451629184,Jaycee Dugard,29,A Stolen Life: A Memoir,2011
030726999X,Stieg Larsson,30,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),2011
1565125606,Sara Gruen,31,Water for Elephants: A Novel,2011
0787960756,Patrick Lencioni,32,The Five Dysfunctions of a Team: A Leadership Fable,2011
0756686067,Daniel Lipkowitz,33,The Lego Ideas Book: Unlock Your Imagination,2011
0310321913,Ann Voskamp,34,One Thousand Gifts: A Dare to Live Fully Right Where You Are,2011
0743269519,Stephen R. Covey,35,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,2011
0307887960,Pierre Dukan,36,"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",2011
1423140567,Rick Riordan,37,"The Throne of Fire (The Kane Chronicles, Book 2)",2011
0441020313,Charlaine Harris,38,"Dead Reckoning (Sookie Stackhouse/True Blood, Book 11)",2011
0066620996,Jim Collins,39,Good to Great: Why Some Companies Make the Leap and Others Don't,2011
0385535139,John Grisham,40,The Litigators,2011
006204964X,Rob Bell,41,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",2011
0425232204,Kathryn Stockett,42,The Help,2011
0374275637,Daniel Kahneman,43,"Thinking, Fast and Slow",2011
0345521307,Paula McLain,44,The Paris Wife: A Novel,2011
1601422210,David Platt,45,Radical: Taking Back Your Faith from the American Dream,2011
0061537969,Garth Stein,46,The Art of Racing in the Rain: A Novel,2011
0470550473,Doug Lemov,47,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,2011
031612091X,Joel Fuhrman,48,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",2011
1932100660,Thomas Campbell,49,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",2011
0761148574,Heidi Murkoff,50,What to Expect When You're Expecting,2011
0446547654,Nicholas Sparks,51,The Best of Me,2011
1401324258,Jacqueline Kennedy,52,Jacqueline Kennedy: Historic Conversations on Life with John F. Kennedy,2011
0307454541,Stieg Larsson,53,The Girl with the Dragon Tattoo (Millennium Series),2011
1416571760,David McCullough,54,The Greater Journey: Americans in Paris,2011
0385528752,Chip Heath,55,Switch: How to Change Things When Change Is Hard,2011
0061998168,Shel Silverstein,56,Every Thing On It,2011
1594744769,Ransom Riggs,57,Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children),2011
159420229X,Joshua Foer,58,Moonwalking With Einstein: The Art and Science of Remembering Everything,2011
0743273567,F. Scott Fitzgerald,59,The Great Gatsby,2011
0399155341,Kathryn Stockett,60,The Help,2011
0307593312,Haruki Murakami,61,1Q84,2011
0393081818,Michael Lewis,62,Boomerang: Travels in the New Third World,2011
0399144463,Spencer Johnson,63,Who Moved My Cheese?: An Amazing Way to Deal with Change in Your Work and in Your Life,2011
1595620257,Tom Rath,64,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow",2011
0307891372,David Hodgson,65,Elder Scrolls V: Skyrim: Prima Official Game Guide,2011
074324754X,Jeannette Walls,66,The Glass Castle: A Memoir,2011
0375842209,Markus Zusak,67,The Book Thief,2011
0307465357,Timothy Ferriss,68,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",2011
0679805273,Dr. Seuss,69,"Oh, the Places You'll Go!  ",2011
0062007289,Tim Tebow,70,Through My Eyes,2011
0517580519,Jean M. Auel,71,The Land of Painted Caves: A Novel (Earth's Children),2011
140006760X,David Brooks,72,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",2011
1933890517,Project Management…,73,A Guide to the Project Management Body of Knowledge,2011
1904994679,Guinness World…,74,Guinness World Records 2012,2011
0062049801,Ann Patchett,75,State of Wonder,2011
0307477479,Jennifer Egan,76,A Visit from the Goon Squad,2011
1583333002,Caldwell B. Esselstyn…,77,"Prevent and Reverse Heart Disease: The Revolutionary, Scientifically Proven, Nutrition-Based Cure",2011
0545162076,J. K. Rowling,78,Harry Potter Paperback Box Set (Books 1-7),2011
0345527712,Janet Evanovich,79,Explosive Eighteen: A Stephanie Plum Novel (Stephanie Plum Novels),2011
0684856093,Sean Covey,80,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,2011
0446563048,Tony Hsieh,81,"Delivering Happiness: A Path to Profits, Passion, and Purpose",2011
142311339X,Rick Riordan,82,"The Lost Hero (Heroes of Olympus, Book 1)",2011
0316098329,Emma Donoghue,83,Room,2011
0345505344,Jamie Ford,84,Hotel on the Corner of Bitter and Sweet,2011
0316346624,Malcolm Gladwell,85,The Tipping Point: How Little Things Can Make a Big Difference,2011
0974320625,Travis Bradberry,86,Emotional Intelligence 2.0,2011
0316017930,Malcolm Gladwell,87,Outliers: The Story of Success,2011
1615190457,Gene Stone,88,Forks Over Knives: The Plant-Based Way to Health,2011
030745455X,Stieg Larsson,89,The Girl Who Played with Fire (Millennium Series),2011
0312676816,Lisa Lillien,90,"Hungry Girl 300 Under 300: 300 Breakfast, Lunch & Dinner Dishes Under 300 Calories",2011
0061122416,Paulo Coelho,91,The Alchemist,2011
0142000280,David Allen,92,Getting Things Done: The Art of Stress-Free Productivity,2011
0439813786,Brian Selznick,93,The Invention of Hugo Cabret,2011
0743201140,Marcus Buckingham,94,"Now, Discover Your Strengths",2011
1594484805,Daniel H. Pink,95,Drive: The Surprising Truth About What Motivates Us,2011
0345527682,Janet Evanovich,96,Smokin' Seventeen (Stephanie Plum),2011
8883701127,,97,"Moleskine Classic Notebook, Large, Ruled, Black, Hard Cover (5 x 8.25) (Classic Notebooks)",2011
0393338827,Michael Lewis,98,The Big Short: Inside the Doomsday Machine,2011
0307279189,Christopher McDougall,99,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",2011
0470449748,GMAC (Graduate…,100,"The Official Guide for GMAT Review, 12th Edition",2011
0345803485,E L James,1,Fifty Shades of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series),2012
0345803493,E. L. James,2,Fifty Shades Darker,2012
0345803507,E L James,3,Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition),2012
0439023521,Suzanne Collins,4,The Hunger Games (Book 1),2012
159562015X,Tom Rath,5,StrengthsFinder 2.0,2012
034580404X,E L James,6,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),2012
0439023491,Suzanne Collins,7,Catching Fire (The Hunger Games),2012
